Sample;Density;ModulusOfElasticity;Class
Bohler-Uddeholm BÖHLER S601 (M2 Modified) High Speed Steel For Cold Work Applications;0.37234921382123953;0.1682170542635659;FerrousMetal
Crucible Steel AIRKOOL (AISI A2) Tool Steel;0.3612730234769085;0.16046511627906976;FerrousMetal
Crucible Steel AISI 4340 Alloy Steel;0.3598884996838671;0.16046511627906976;FerrousMetal
AISI Grade 18Ni (250) Maraging Steel, nominal annealed properties;0.3677341345111016;0.14728682170542634;FerrousMetal
Industeel Superplast 400 High Hardness Mold Steel;0.3585039758908257;0.16279069767441862;FerrousMetal
AISI Grade 18Ni (350) Maraging Steel nominal annealed properties;0.37142619795921195;0.15503875968992248;FerrousMetal
AISI 4032 Steel, Annealed Cold Drawn Bar;0.36081151554589463;0.15503875968992248;FerrousMetal
AISI 4340 Steel, annealed, 25 mm round;0.36081151554589463;0.14883720930232558;FerrousMetal
AISI 4340 Steel, oil quenched 855°C (1570°F), 230°C (450°F) temper for 4 hrs.;0.36081151554589463;0.15193798449612403;FerrousMetal
AISI 8630 Steel, normalized;0.36081151554589463;0.1449612403100775;FerrousMetal
ASTM A131 Steel, Grade AH32;0.3585039758908257;0.15503875968992248;FerrousMetal
ASTM A517 Low Alloy Steel, Grade A;0.35619643623575675;0.15503875968992248;FerrousMetal
Assab Steels CALMAX Plastic Mold Material;0.35758096002879813;0.15038759689922482;FerrousMetal
Bohler-Uddeholm COMPAX™ AISI S7 MOLD QUALITY Cold Work Steel;0.35896548382183946;0.15503875968992248;FerrousMetal
Bohler-Uddeholm BÖHLER K340 ISODUR Premium Cold Work Steel;0.35250437278764635;0.015968992248062017;FerrousMetal
Bohler-Uddeholm O1 Cold Work Tool Steel;0.35896548382183946;0.1496124031007752;FerrousMetal
Bohler-Uddeholm AISI A2 Cold Work Tool Steel;0.3548119124427153;0.14728682170542634;FerrousMetal
Carpenter AerMet 100 Aged at 900°F;0.36265754726994986;0.15038759689922482;FerrousMetal
Carpenter AerMet 100 Aged at 875°F;0.36265754726994986;0.14883720930232558;FerrousMetal
Carpenter AerMet 310;0.3663496107180602;0.14883720930232558;FerrousMetal
Carpenter AerMet 340;0.3612730234769085;0.14883720930232558;FerrousMetal
PSM Industries Pacific Sintered Metals FX-233-T Infiltrated Alloy Steel;0.33773611899520495;0.12790697674418605;FerrousMetal
PSM Industries PolyAlloys MIM-2200 sintered Low Alloy Steel;0.3492738172705498;0.1496124031007752;FerrousMetal
PSM Industries PolyAlloys MIM-4605 sintered Low Alloy Steel;0.34465873796041185;0.15503875968992248;FerrousMetal
Sandvik SANMAC 316/316L Bar Steel;0.3677341345111016;0.15503875968992248;FerrousMetal
Sandvik SANMAC 316/316L Billet;0.36311905520096366;0.15503875968992248;FerrousMetal
Sandvik 1RK95 Strip steel;0.35619643623575675;0.14728682170542634;FerrousMetal
Sandvik Sanicro 75X Spring Wire;0.38157937244151546;0.15542635658914727;FerrousMetal
Sandvik APM 2327 UNS S32505, Hot Isostatic Pressed (HIP) Steel;0.3585039758908257;0.14728682170542634;FerrousMetal
Sandvik APM 2354 UNS S31603, Hot Isostatic Pressed (HIP) Steel;0.369118658304143;0.15503875968992248;FerrousMetal
Latrobe Lescalloy 52100 VAC-ARC High Performance Bearing Steel;0.35758096002879813;0.15503875968992248;FerrousMetal
Latrobe LSS™ Chipper Knife Tool Steel (ASTM A8 Mod.);0.35527342037372917;0.15503875968992248;FerrousMetal
Latrobe LSS™ 4140 Alloy Steel (AISI 4140);0.3598884996838671;0.15503875968992248;FerrousMetal
Sandvik 5CR12 Plate, Sheet and Coil;0.3538888965806878;0.17054263565891473;FerrousMetal
Sandvik Kanthal AMPT Construction materials;0.333121039685067;0.17054263565891473;FerrousMetal
Sandvik Kanthal APM Construction materials;0.32619842071986005;0.17054263565891473;FerrousMetal
Sandvik Bioline F562/F562LTi Wire;0.3861944517516534;0.1806201550387597;FerrousMetal
Sandvik Bioline Pt10Ir Wire;0.9907698413797241;0.1631782945736434;FerrousMetal
Sandvik Bioline Pt20Ir Wire;1.0;0.1806201550387597;FerrousMetal
Sandvik Chromflex 7C27Mo2 Strip steel;0.3538888965806878;0.16279069767441862;FerrousMetal
Sandvik APM 2723 Hot Isostatic Pressed (HIP) Steel;0.366811118649074;0.17829457364341084;FerrousMetal
Sandvik APM 2730 Hot Isostatic Pressed (HIP) Steel;0.37234921382123953;0.18604651162790697;FerrousMetal
Latrobe Lescalloy D6AC VAC-ARC High Strength Alloy Steel;0.3612730234769085;0.16279069767441862;FerrousMetal
Latrobe Dynaflex VAC-ARC High Strength Alloy Steel;0.35896548382183946;0.16046511627906976;FerrousMetal
Latrobe Tatmo™ ASTM M1 High Speed Steel;0.36265754726994986;0.16589147286821704;FerrousMetal
Latrobe Double Six™ ASTM M2 High Speed Steel;0.37419524554529476;0.16046511627906976;FerrousMetal
Latrobe Corsair™ ASTM M3-1 High Speed Steel;0.3755797693383361;0.16046511627906976;FerrousMetal
Latrobe Stark™ ASTM M4 High Speed Steel;0.3663496107180602;0.16046511627906976;FerrousMetal
Latrobe Tatmo-VN™ ASTM M7 High Speed Steel;0.36496508692501883;0.16046511627906976;FerrousMetal
Latrobe TNW™ ASTM M10 High Speed Steel;0.36265754726994986;0.16046511627906976;FerrousMetal
Latrobe Dynavan™ ASTM T15 Super High Speed Steel;0.3765027852003637;0.16046511627906976;FerrousMetal
Latrobe DuraTech™ M4 Powder Metal High Speed Steel (ASTM M4);0.36404207106299125;0.16589147286821704;FerrousMetal
Latrobe DuraTech™ 30 Powder Metal High Speed Steel (ASTM M3-2);0.3700416741661706;0.16589147286821704;FerrousMetal
Latrobe DuraTech™ M48 Powder Metal High Speed Steel (ASTM M48);0.37927183278644644;0.16589147286821704;FerrousMetal
Latrobe LSS™ H10 Hot Work Tool Steel (ASTM H10);0.35758096002879813;0.16046511627906976;FerrousMetal
Latrobe LSS™ H11 Hot Work Tool Steel (ASTM H11);0.3585039758908257;0.16046511627906976;FerrousMetal
Latrobe LSS™ H12 Hot Work Tool Steel (ASTM H12);0.35250437278764635;0.16046511627906976;FerrousMetal
Latrobe LSS™ H13 Tool Steel (ASTM H13);0.35619643623575675;0.16046511627906976;FerrousMetal
Latrobe LSS™ D2 Tool Steel (ASTM D2);0.3538888965806878;0.16046511627906976;FerrousMetal
Latrobe LSS™ D3 Tool Steel (ASTM D3);0.3617345314079223;0.16046511627906976;FerrousMetal
Latrobe LSS™ D5 Tool Steel (ASTM D5);0.3548119124427153;0.16046511627906976;FerrousMetal
AISI 5130 Steel;0.3598884996838671;0.15891472868217055;FerrousMetal
Latrobe LSS™ O1 Tool Steel (ASTM O1);0.3598884996838671;0.16589147286821704;FerrousMetal
Latrobe DuraTech™ A11 Powder Metal Tool Steel (AISI A11);0.3400436586502739;0.17131782945736435;FerrousMetal
M50-NiL High Performance Carburizing Bearing and Gear Steel;0.3612730234769085;0.1573643410852713;FerrousMetal
300M Ultrahigh Strength Steel;0.3617345314079223;0.15891472868217055;FerrousMetal
ASTM A588 HSLA Steel Grade A, Thickness < 100 mm (4 in.);0.35619643623575675;0.15891472868217055;FerrousMetal
ASTM A690 HSLA Steel, Thickness < 100 mm (4 in.);0.3585039758908257;0.15891472868217055;FerrousMetal
Assab Steels 718HH Plastic Mold Material;0.35896548382183946;0.15891472868217055;FerrousMetal
PSM Industries PolyAlloys MIM-4605 quench/temper Low Alloy Steel;0.34465873796041185;0.1573643410852713;FerrousMetal
QuesTek Innovations Ferrium S53 Corrosion Resistant High Strength Steel for Aerospace Structural Applications;0.366811118649074;0.15813953488372093;FerrousMetal
Latrobe Lescalloy M50 VIM-VAR High Performance Bearing Steel;0.369118658304143;0.1573643410852713;FerrousMetal
Latrobe CM-50™ ASTM M50 High Speed Steel;0.3598884996838671;0.1573643410852713;FerrousMetal
AK Steel ASTM A 463 / SAE J1392 040 AHK, Grade 40 Aluminized Carbon Steel, Structural Steel (SS);0.36081151554589463;0.1558139534883721;FerrousMetal
AISI 1006 Steel, cold drawn;0.3617345314079223;0.15968992248062014;FerrousMetal
AISI 1021 Steel, cold drawn;0.3612730234769085;0.15891472868217055;FerrousMetal
AISI 1038 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;0.3603500076148809;0.15891472868217055;FerrousMetal
Carpenter Micro-Melt M-4 Alloy (AISI M4);0.3663496107180602;0.16589147286821704;FerrousMetal
Carpenter Micro-Melt T-15 Alloy (AISI T15);0.3765027852003637;0.15775193798449613;FerrousMetal
Carpenter Hampden High Carbon, High Chrome Tool Steel (Oil-Wear) (AISI D3);0.35758096002879813;0.16046511627906976;FerrousMetal
Crucible Steel CPM 1V High Alloy Tool Steel;0.36081151554589463;0.16046511627906976;FerrousMetal
Crucible Steel CPM 9V Tool Steel;0.3423511983053429;0.17131782945736435;FerrousMetal
Crucible Steel CPM 10V (AISI A11) Tool Steel;0.3409666745123015;0.17131782945736435;FerrousMetal
Crucible Steel CPM 15V Tool Steel;0.333121039685067;0.1821705426356589;FerrousMetal
Crucible Steel CPM Rex 20 (HS) High Speed Steel;0.3755797693383361;0.1821705426356589;FerrousMetal
Crucible Steel CPM Rex T15(HS), AISI T15 High Speed Steel Rex T15(HS);0.3765027852003637;0.16589147286821704;FerrousMetal
Crucible Steel CPM Rex 76(HS), AISI M48 High Speed Steel Rex 76(HS);0.37973334071746023;0.16589147286821704;FerrousMetal
Crucible Steel CPM S90V (420V) Tool Steel;0.3400436586502739;0.16666666666666666;FerrousMetal
Crucible Steel Cru-Wear Tool Steel;0.3585039758908257;0.16046511627906976;FerrousMetal
Crucible Steel CPM REX 66 (HS) High Speed Steel;0.37927183278644644;0.16589147286821704;FerrousMetal
AISI 1020 Steel, cold rolled;0.3617345314079223;0.14418604651162792;FerrousMetal
AISI 1021 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round;0.3612730234769085;0.15503875968992248;FerrousMetal
AISI 1035 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round;0.3617345314079223;0.15193798449612403;FerrousMetal
AISI 1038 Steel, hot rolled round, 19-32 mm (0.75-1.25 in);0.3603500076148809;0.15503875968992248;FerrousMetal
EN 1.0044 High Manganese Carbon Steel;0.13005755003899744;0.15503875968992248;FerrousMetal
ASTM class 20 Standard gray iron test bars, as cast;0.3285059603749291;0.0631782945736434;FerrousMetal
ASTM class 25 Standard gray iron test bars, as cast;0.3285059603749291;0.07015503875968992;FerrousMetal
ASTM class 30 Standard gray iron test bars, as cast;0.3285059603749291;0.07868217054263565;FerrousMetal
ASTM class 35 Standard gray iron test bars, as cast;0.3285059603749291;0.08488372093023255;FerrousMetal
ASTM class 40 Standard gray iron test bars, as cast;0.3285059603749291;0.09612403100775194;FerrousMetal
ASTM class 50 Standard gray iron test bars, as cast;0.3285059603749291;0.11124031007751937;FerrousMetal
ASTM class 60 Standard gray iron test bars, as cast;0.3285059603749291;0.11744186046511627;FerrousMetal
Ductile Iron tension grade 60-40-18;0.3285059603749291;0.1310077519379845;FerrousMetal
Ductile Iron tension grade 65-45-12;0.3285059603749291;0.13023255813953488;FerrousMetal
Ductile Iron tension grade 120-90-02;0.3285059603749291;0.12713178294573643;FerrousMetal
Ductile Iron compression grade 65-45-12;0.3285059603749291;0.1263565891472868;FerrousMetal
Ductile Iron compression grade 80-55-06;0.3285059603749291;0.12790697674418605;FerrousMetal
Ductile Iron torsion grade 60-40-18;0.3285059603749291;0.04883720930232558;FerrousMetal
Ductile Iron torsion grade 65-45-12;0.3285059603749291;0.05077519379844961;FerrousMetal
Ductile Iron torsion grade 80-55-06;0.3285059603749291;0.04961240310077519;FerrousMetal
Ductile Iron torsion grade 120-90-02;0.3285059603749291;0.050387596899224806;FerrousMetal
ASTM A897/A897M-06 Grade 750 (110-70-11) Austempered Ductile Iron;0.32619842071986005;0.12906976744186047;FerrousMetal
ASTM A897/A897M-06 Grade 1 (130-90-09) Austempered Ductile Iron;0.3257369127888463;0.12906976744186047;FerrousMetal
ASTM A897 Grade 2 (150-100-07 or 150-110-7) Austempered Ductile Iron;0.3257369127888463;0.12713178294573643;FerrousMetal
ASTM A897 Grade 3 (175-125-04) Austempered Ductile Iron;0.3252754048578325;0.12596899224806202;FerrousMetal
ASTM A897 Grade 4 (200-155-01 or 200-155-02) Austempered Ductile Iron;0.3248138969268187;0.12441860465116279;FerrousMetal
ASTM A897 Grade 5 (230-185-00 or 230-185-01) Austempered Ductile Iron;0.3243523889958049;0.12325581395348836;FerrousMetal
SAE J2477 AD 750 Automotive Austempered Ductile Iron;0.3285059603749291;0.11472868217054263;FerrousMetal
Dura-Bar 60-40-18 Continuously Cast Ductile Iron Bar Stock ASTM A536, 4018;0.31789127796161176;0.13333333333333333;FerrousMetal
Dura-Bar G2 Continuously Cast Gray Iron Bar Stock ASTM A48;0.33081350002999804;0.09612403100775194;FerrousMetal
Dura-Bar G1 Continuously Cast Gray Iron Bar Stock ASTM A48;0.33081350002999804;0.10697674418604651;FerrousMetal
Meehanite AQ Flake Graphite Cast Iron;0.33727461106419115;0.11782945736434108;FerrousMetal
Meehanite GM-60 Flake Graphite Cast Iron;0.33727461106419115;0.11472868217054263;FerrousMetal
Meehanite GA-50 Flake Graphite Cast Iron;0.3358900872711498;0.10697674418604651;FerrousMetal
Meehanite GC-40 Flake Graphite Cast Iron;0.333121039685067;0.08837209302325581;FerrousMetal
Meehanite GE-30 Flake Graphite Cast Iron;0.3243523889958049;0.06945736434108526;FerrousMetal
Meehanite GF-20 Flake Graphite Cast Iron;0.31235318278944624;0.04813953488372093;FerrousMetal
Meehanite Ductliron SP-80 Nodular Graphite Ductile Iron;0.33081350002999804;0.13333333333333333;FerrousMetal
Meehanite Ductliron SH-100 Nodular Graphite Ductile Iron;0.33173651589202563;0.12790697674418605;FerrousMetal
Meehanite Ductliron SF-60 Nodular Graphite Ductile Iron;0.32989048416797045;0.12790697674418605;FerrousMetal
Meehanite Almanite W1 Wear and Abrasion Resisting Cast Iron;0.3538888965806878;0.1387596899224806;FerrousMetal
Meehanite Almanite WS Wear and Abrasion Resisting Cast Iron;0.3538888965806878;0.12790697674418605;FerrousMetal
PSM Industries Pacific Sintered Metals F-200-P Iron Powdered Metal (MPIF F-0000-10);0.2846627069286186;0.0748062015503876;FerrousMetal
PSM Industries Pacific Sintered Metals F-241-S Iron Powdered Metal (MPIF F-0000-15);0.32158334140972217;0.09069767441860466;FerrousMetal
PSM Industries Pacific Sintered Metals F-241-T Iron Powdered Metal (MPIF F-0000-20);0.3400436586502739;0.1124031007751938;FerrousMetal
Assab Steels ASSAB XW-41 Cold Work Steel;0.35250437278764635;0.1496124031007752;FerrousMetal
Assab Steels VANADIS 4 Cold Work Steel;0.3474277855464946;0.15503875968992248;FerrousMetal
Assab Steels 8407 SUPREME Hot Work Steel;0.35758096002879813;0.1573643410852713;FerrousMetal
X12CrNi177 Austenitic Stainless Steel for medical instruments;0.3677341345111016;0.1496124031007752;FerrousMetal
205 Austenitic Stainless Steel (UNS S20500);0.3585039758908257;0.15271317829457365;FerrousMetal
302 Stainless Steel, annealed strip;0.3612730234769085;0.1496124031007752;FerrousMetal
AISI Type 302B Stainless Steel, annealed sheet;0.3677341345111016;0.1511627906976744;FerrousMetal
303 MA Stainless Steel, in bar, annealed;0.35896548382183946;0.14728682170542634;FerrousMetal
AISI Type 304HN Stainless Steel;0.3677341345111016;0.15271317829457365;FerrousMetal
AISI Type 304L Stainless Steel;0.3677341345111016;0.15232558139534882;FerrousMetal
Medical Grade Stainless Steel 316LVM;0.3677341345111016;0.14573643410852713;FerrousMetal
AISI Type 316N Stainless Steel, annealed sheet;0.36404207106299125;0.15193798449612403;FerrousMetal
Type 332 Austenitic Stainless Steel, Hot worked Bar, UNS N08800;0.369118658304143;0.15193798449612403;FerrousMetal
410 Cb Martensitic Stainless Steel (UNS S41040);0.35527342037372917;0.1624031007751938;FerrousMetal
Type 410S Martensitic Stainless Steel, Annealed Forgings, UNS S41008;0.35527342037372917;0.15503875968992248;FerrousMetal
416 Plus X Martensitic Stainless Steel (UNS S41610);0.3585039758908257;0.1624031007751938;FerrousMetal
422 Stainless Steel 315°C (600°F) temper;0.3585039758908257;0.15426356589147286;FerrousMetal
439 Ferritic Stainless Steel (UNS S43900);0.3538888965806878;0.16085271317829458;FerrousMetal
AISI Type 440B Stainless Steel;0.35573492830474296;0.15503875968992248;FerrousMetal
442 Ferritic Stainless Steel Annealed Plate, Sheet, Strip (UNS S44200);0.3585039758908257;0.16085271317829458;FerrousMetal
44 LN Duplex Stainless Steel (UNS S31200);0.3585039758908257;0.15193798449612403;FerrousMetal
AISI Type 651 (19-9 DL) Stainless Steel;0.36496508692501883;0.15503875968992248;FerrousMetal
660 Stainless Steel (A286) short time tensile test;0.36404207106299125;0.15503875968992248;FerrousMetal
661 Stainless Steel;0.37927183278644644;0.15503875968992248;FerrousMetal
AISI Type S13800 Stainless Steel (PH 13-8 Mo) longitudinal properties, condition H1150M;0.3585039758908257;0.13333333333333333;FerrousMetal
AISI Type S14800 Stainless Steel condition SRH950;0.3538888965806878;0.15503875968992248;FerrousMetal
17-7 PH Stainless Steel, CH900, plate, sheet, and strip;0.3585039758908257;0.15813953488372093;FerrousMetal
AISI Type S20910 Stainless Steel, annealed at 1120°C, water quenched;0.36265754726994986;0.15503875968992248;FerrousMetal
AISI Type S21800 Stainless Steel;0.34973532520156364;0.13953488372093023;FerrousMetal
AISI Type S24100 Stainless Steel 25 mm annealed bar at RT;0.35758096002879813;0.15503875968992248;FerrousMetal
AISI Type N08366 Stainless Steel sheet thickness of 1.65 mm, annealed;0.3728107217522533;0.15503875968992248;FerrousMetal
AK Steel 400 Ferritic Stainless steel;0.3432742141673705;0.15503875968992248;FerrousMetal
AK Steel 201 Austenitic Stainless steel;0.35896548382183946;0.15271317829457365;FerrousMetal
AK Steel 301 Austenitic Stainless steel;0.36219603933893607;0.1496124031007752;FerrousMetal
AK Steel 304 Austenitic Stainless steel;0.369118658304143;0.1496124031007752;FerrousMetal
AK Steel 305 Austenitic Stainless steel;0.3672726265800878;0.1496124031007752;FerrousMetal
AK Steel 309 Austenitic Stainless steel;0.3672726265800878;0.15503875968992248;FerrousMetal
AK Steel 309S Austenitic Stainless steel;0.4143464355434948;0.15503875968992248;FerrousMetal
AK Steel 321 Austenitic Stainless steel;0.4143464355434948;0.1496124031007752;FerrousMetal
AK Steel PH 15-7 Mo Precipitation Hardening Stainless Steel, Condition TH 1050;0.35296588071866014;0.15503875968992248;FerrousMetal
AK Steel 17-7 PH Precipitation Hardening Stainless Steel, Condition TH 1050;0.3515813569256188;0.15503875968992248;FerrousMetal
Carpenter Gall-Tough PLUS™ Stainless, Annealed at 1150°C;0.3492738172705498;0.1434108527131783;FerrousMetal
Carpenter Gall-Tough Stainless;0.36081151554589463;0.1325581395348837;FerrousMetal
Carpenter Custom 455 Stainless Steel, Annealed, 25 mm Bar;0.3566579441667705;0.15503875968992248;FerrousMetal
Carpenter 20Cb-3 Stainless Steel, Bar, Annealed at 1750°F (955°C) then Water Quenched;0.37142619795921195;0.1496124031007752;FerrousMetal
Carpenter Custom 630 (17-Cr-4Ni) Precipitation Hardening Stainless Steel, Annealed;0.35619643623575675;0.15271317829457365;FerrousMetal
Carpenter Custom 630 (17-Cr-4Ni) Precipitation Hardening Stainless Steel, Condition H 1150 (Heated 621°C);0.3594269917528533;0.15271317829457365;FerrousMetal
Carpenter Pyrowear 675 Stainless Steel, Tempered 316°C, Longitudinal Properties;0.3566579441667705;0.15813953488372093;FerrousMetal
Carpenter 20-Mo6 Stainless Steel, Plate;0.37373373761428097;0.14418604651162792;FerrousMetal
Carlson 904L Austenitic Stainless Steel;0.3663496107180602;0.15193798449612403;FerrousMetal
Carlson 926 Mo Austenitic Stainless Steel;0.369118658304143;0.14883720930232558;FerrousMetal
Carlson Nitronic 50 Austenitic Stainless Steel;0.36265754726994986;0.1496124031007752;FerrousMetal
Carlson Nitronic 60 Austenitic Stainless Steel;0.35019683313257743;0.14031007751937985;FerrousMetal
Carlson 2205 (UNS S31803) Duplex Stainless Steel;0.3594269917528533;0.14728682170542634;FerrousMetal
Crucible Steel CSM 420 XL Stainless Steel;0.35111984899460497;0.15503875968992248;FerrousMetal
Crucible Steel 303 Plus Chromium-Nickel Steel;0.36404207106299125;0.1496124031007752;FerrousMetal
Crucible Steel 304L Chromium-Nickel Steel;0.36496508692501883;0.1496124031007752;FerrousMetal
Crucible Steel 316L Chromium-Nickel Steel;0.36358056313197745;0.1496124031007752;FerrousMetal
Crucible Steel 347 Chromium-Nickel Steel;0.3686571503731292;0.1496124031007752;FerrousMetal
Crucible Steel 20 Cb Plus Stainless Steel;0.3700416741661706;0.1496124031007752;FerrousMetal
Crucible Steel 430 Chromium Steel;0.3548119124427153;0.15503875968992248;FerrousMetal
Crucible Steel 431 Chromium Steel;0.3571194520977843;0.15503875968992248;FerrousMetal
Crucible Steel 15-5 Precipitation Hardening Stainless Steel;0.3585039758908257;0.15271317829457365;FerrousMetal
Datum Alloys 304TA Stainless Steel Thin Foil;0.36450357899400504;0.15271317829457365;FerrousMetal
EOS PH1 Precipitation Hardening Stainless Steel Sintered on EOSINT M 270;0.3585039758908257;0.13953488372093023;FerrousMetal
Special Metals INCOLOY 25-6MO Super Austenitic Stainless Steel (UNS N08926);0.369118658304143;0.14573643410852713;FerrousMetal
Special Metals INCOLOY 27-7MO Super-Austenitic Stainless Steel;0.3686571503731292;0.14806201550387596;FerrousMetal
Industeel CLC 18.10 Nb Niobium Stabilized 18Cr-10Ni Austenitic Stainless Steel;0.3654265948560326;0.15503875968992248;FerrousMetal
Industeel URANUS 47N+ 25 Cr Super Duplex Stainless Steel with PREN = 40;0.3594269917528533;0.15503875968992248;FerrousMetal
Industeel VIRGO 15.5PH 15Cr-5Ni-3Cu Precipitation Hardening Martensitic Stainless Steel (480°C (900°F) - 1 hour - air cooling);0.3585039758908257;0.1062015503875969;FerrousMetal
Industeel URANUS 65 310 L Modified Grade - Low C and Si for Nitric Acid Service;0.36311905520096366;0.1511627906976744;FerrousMetal
Industeel URANUS B6 Multipurpose Austenitic Stainless Steel with PREN = 34;0.3700416741661706;0.15503875968992248;FerrousMetal
Industeel URANUS B26 6 Mo High Performance Super-Austenitic Stainless Steel with PREN = 43;0.37234921382123953;0.1511627906976744;FerrousMetal
Industeel URANUS B66 High Strength Super-Austenitic Stainless Steel with PREN = 54;0.37696429313137747;0.1511627906976744;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 201, 40% Cold Work (UNS S20100);0.3612730234769085;0.14186046511627906;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 301, 1/4 Hard (UNS S30100);0.369118658304143;0.1511627906976744;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 301, 1/2 Hard (UNS S30100);0.369118658304143;0.1437984496124031;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 301, 3/4 Hard (UNS S30100);0.369118658304143;0.14263565891472868;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 301, Full Hard (UNS S30100);0.369118658304143;0.1434108527131783;FerrousMetal
ATI Allegheny Ludlum Stainless Steel Type 347 (UNS S34700);0.3658881027870464;0.1496124031007752;FerrousMetal
ATI Allegheny Ludlum Stainless Steel AL 904L™ Alloy (UNS N08904);0.36311905520096366;0.14728682170542634;FerrousMetal
ATI Allegheny Ludlum Altemp A286 Iron-Base Superalloy, UNS S66286;0.36404207106299125;0.1558139534883721;FerrousMetal
Markforged 3D Printed 17-4 PH Stainless Steel, H900 Heat Treatment;0.34465873796041185;0.13178294573643412;FerrousMetal
Markforged 3D Printed 17-4 PH Stainless Steel, As-Sintered;0.34465873796041185;0.10852713178294573;FerrousMetal
HP Alloys Nitronic 60 Austenitic Stainless, Annealed;0.35019683313257743;0.1387596899224806;FerrousMetal
Outokumpu 4948 High Temperature Austenitic Stainless Steel;0.36450357899400504;0.15193798449612403;FerrousMetal
Outokumpu 4878 High Temperature Austenitic Stainless Steel;0.36311905520096366;0.15193798449612403;FerrousMetal
Outokumpu 4833 High Temperature Austenitic Stainless Steel;0.3585039758908257;0.15193798449612403;FerrousMetal
PSM Industries Pacific Sintered Metals SS-316-RH 316L Stainless Steel Powdered Metal;0.30312302416917036;0.06147286821705426;FerrousMetal
PSM Industries Pacific Sintered Metals SS-316-RD 316L Stainless Steel Powdered Metal (MPIF SS-316-40);0.30312302416917036;0.11472868217054263;FerrousMetal
PSM Industries Pacific Sintered Metals SS-316-SH 316L Stainless Steel Powdered Metal;0.31235318278944624;0.07372093023255813;FerrousMetal
PSM Industries PolyAlloys MIM-17-4PH sintered Stainless Steel;0.34465873796041185;0.1496124031007752;FerrousMetal
Pyramid Stainless Steel AISI 304/316L, STAINLESS STEEL SHEET NO.4 FINISH;0.36496508692501883;0.1558139534883721;FerrousMetal
Sandvik SRK66 Precision Wire;0.3677341345111016;0.1434108527131783;FerrousMetal
Sandvik Bioline 1RK91 Precision Wire;0.36311905520096366;0.14534883720930233;FerrousMetal
Sandvik Nanoflex Precision Wire;0.36311905520096366;0.1434108527131783;FerrousMetal
Sandvik SanRig 80 Precision Wire;0.3617345314079223;0.1511627906976744;FerrousMetal
Sandvik 9RU10 Spring Wire;0.36311905520096366;0.14922480620155038;FerrousMetal
Sandvik SAF 2205 Spring Wire;0.36081151554589463;0.1569767441860465;FerrousMetal
Sandvik 5R60 Wire;0.3677341345111016;0.13953488372093023;FerrousMetal
Sandvik Bioline 1RK91 Strip steel;0.3538888965806878;0.14922480620155038;FerrousMetal
Sandvik Bioline SAF 2205 Wire;0.3585039758908257;0.1569767441860465;FerrousMetal
Sandvik Bioline SAF 2205 SH Wire;0.3585039758908257;0.15813953488372093;FerrousMetal
Sandvik SAF 2507 Strip steel;0.3585039758908257;0.1511627906976744;FerrousMetal
Sandvik Springflex Strip steel;0.3585039758908257;0.15891472868217055;FerrousMetal
Schmolz + Bickenbach UGIMA 303 HD Stainless Steel Bar;0.36265754726994986;0.15271317829457365;FerrousMetal
Schmolz + Bickenbach 416 Stainless Steel Bar;0.35111984899460497;0.15891472868217055;FerrousMetal
Schmolz + Bickenbach 430FR Stainless Steel Bar;0.34973532520156364;0.15891472868217055;FerrousMetal
Latrobe 440™ N-DUR High Quality Martensitic Stainless Steel;0.35250437278764635;0.15503875968992248;FerrousMetal
Latrobe Lescalloy 13-8 Mo VIM-VAR Precipitation Hardening Stainless Steel;0.3548119124427153;0.1511627906976744;FerrousMetal
Latrobe LSS™ 17-4 Precipitation Hardening Stainless Steel (ASTM Type 360);0.3585039758908257;0.15271317829457365;FerrousMetal
Latrobe LSS™ 440C Stainless Steel Knife (ASTM A276);0.35019683313257743;0.15503875968992248;FerrousMetal
American Utility Metals Cromgard Stainless Steel;0.3520428648566326;0.15503875968992248;FerrousMetal
3D Systems LaserForm 316L (B), AS BUILT Stainless Steel Material;0.3654265948560326;0.013372093023255814;FerrousMetal
3D Systems LaserForm 316L (B), AFTER STRESS RELIEF Stainless Steel Material;0.3654265948560326;0.013953488372093023;FerrousMetal
3D Systems LaserForm AlSi12 (B), AS-BUILT Aluminum Alloy Material;0.12221191521176292;0.005232558139534884;FerrousMetal
3D Systems LaserForm AlSi12 (B), STRESS RELIEF Aluminum Alloy Material;0.12221191521176292;0.0050387596899224806;FerrousMetal
TBA ECP 16E Stainless Steel Fiber Masterbatch;0.060831360386928254;0.00018294573643410852;FerrousMetal
3D Systems LaserForm™ A6 Tool Steel Powder for Rapid Tooling and Rapid Manufacturing;0.3585039758908257;0.10697674418604651;FerrousMetal
Assab Steels ASSAB XW-5 Cold Work Steel;0.35250437278764635;0.15038759689922482;FerrousMetal
Carpenter Micro-Melt 9 Wear Treated Tool Steel;0.3423511983053429;0.15503875968992248;FerrousMetal
